country,total_earnings,total_players,year,iso,code,pbicap,internet,desempleo,elect_acc,movil,poblacion,pea,net_mig,life_exp,CPI,gdp_gr,inflacion
Czech Republic,648051.58,356,2020-01-01,CZ,203,22992.8793833348,81.33889705,2.55,100.0,123.4438209,10697858.0,6833074.0,3621.0,78.1756097560976,54.0,-5.73252689432169,4.31840283925935
Bulgaria,634018.56,80,2020-01-01,BG,100,10148.3423954435,70.16248359,5.12,99.7,113.849275,6934015.0,4418066.0,-9902.0,73.6585365853659,44.0,-3.38798766592316,4.26010568588524
India,585250.08,302,2020-01-01,IN,356,1913.21973278751,43.40544313,7.86,96.5,82.621059,1396387127.0,938586445.0,-34772.0,70.15,40.0,-6.72629208037435,4.7465489289995
Portugal,539169.01,234,2020-01-01,PT,620,22242.406417972,78.26166044,6.8,100.0,115.078977,10297081.0,6611510.0,40535.0,80.9756097560976,61.0,-8.39685500953166,2.00347512182442
Kazakhstan,529054.86,69,2020-01-01,KZ,398,9121.63640904156,85.94259898,4.89,100.0,128.0024709,18755666.0,11799469.0,-12432.0,71.37,38.0,-3.75798345050126,4.21085829258907
Belgium,487079.44,200,2020-01-01,BE,056,45609.0034936111,91.52641629,5.55,100.0,99.72332827,11538604.0,7384578.0,53428.0,80.6951219512195,76.0,-5.66822354351405,1.59949112109568
Slovenia,473615.74,29,2020-01-01,SI,705,25558.4290544506,86.60130109,4.99,100.0,120.4592752,2102419.0,1360190.0,7681.0,80.5317073170732,60.0,-4.88009190901116,1.12405804947954
Estonia,460821.33,78,2020-01-01,EE,233,23595.2436836441,89.05828666,6.8,100.0,144.8567221,1329522.0,842292.0,2995.0,78.5951219512195,75.0,-0.747277944180098,-0.531509461698576
Austria,450104.33,156,2020-01-01,AT,040,48789.4978498872,87.52942813,5.2,100.0,120.3155961,8916864.0,5925020.0,20314.0,81.1926829268293,76.0,-7.01982595202976,2.71949516223945
Hong Kong,353232.54,89,2020-01-01,HK,0,46109.2299946609,92.41313602,5.81,100.0,291.4989659,7481000.0,5161591.0,,85.4963414634146,77.0,-6.20875514477821,0.638327077046611
Peru,333631.76,131,2020-01-01,PE,604,6063.62692279047,65.25179796,7.18,96.2,118.176464,33304756.0,21672269.0,79456.0,73.665,38.0,-12.1539382486511,3.92189761539879
Belarus,326401.53,104,2020-01-01,BY,112,6542.8645398436,85.08791245,4.05,100.0,121.490553,9379952.0,6247755.0,13589.0,72.4572195121951,47.0,-0.251386576093068,11.8778791076959
Switzerland,301832.59,168,2020-01-01,CH,756,85897.7843338323,94.34995199,4.82,100.0,127.4054064,8638167.0,5719712.0,53786.0,83.0,85.0,-2.85415832226442,-0.699187622738137
Chile,286466.43,150,2020-01-01,CL,152,13173.7847941723,86.37099516,10.94,100.0,129.8851806,19300315.0,13314429.0,98439.0,79.377,67.0,-7.41362694738201,9.63741365433609
Israel,285136.17,59,2020-01-01,IL,376,44846.7915954816,90.12734091,4.17,100.0,140.1086384,9215100.0,5525096.0,16569.0,82.6487804878049,60.0,-3.57303741945609,1.0414184276851
New Zealand,277958.39,79,2020-01-01,NZ,554,41760.5947840005,92.8650738,4.6,100.0,123.2134933,5090200.0,3326620.0,38220.0,82.2560975609756,88.0,-2.82032250102206,2.01134373473306
Romania,268225.51,112,2020-01-01,RO,642,13047.4566563993,78.45526895,5.03,99.9952163696289,116.1812357,19265250.0,12579435.0,-12724.0,74.2536585365854,44.0,-3.14554156129175,4.10931518447222
Latvia,261578.28,73,2020-01-01,LV,428,18096.2027073394,88.89796078,8.1,100.0,108.1340417,1900449.0,1196325.0,-7381.0,75.1853658536585,57.0,-2.83485280722716,2.07082155607836
Hungary,229634.88,154,2020-01-01,HU,348,16125.6094085407,84.77115202,4.25,100.0,105.9697831,9750149.0,6371286.0,9042.0,75.5682926829269,44.0,-4.33001656693753,6.40166854073203
Slovakia,227453.98,95,2020-01-01,SK,0,19552.0911095911,89.92090413,6.72,100.0,133.5923247,5458827.0,3675639.0,1746.0,76.8658536585366,49.0,-3.41837197782542,2.37079752983892
Croatia,199075.38,63,2020-01-01,HR,191,14269.9088549332,78.32090004,7.51,100.0,106.805903,4047680.0,2600083.0,-11592.0,77.7243902439024,47.0,-8.19457348790272,0.750835156747897
Greece,183025.71,97,2020-01-01,GR,300,17617.2915057014,78.11584474,15.9,100.0,108.5687131,10698599.0,6808717.0,-17853.0,81.2878048780488,50.0,-9.1216270466723,-0.751947346018426
Bosnia and Herzegovina,168711.48,25,2020-01-01,BA,070,6095.10423658487,73.21175294,15.87,100.0,105.7638198,3318407.0,2234386.0,-26857.0,76.225,35.0,-1.77870388670868,0.0621425496305932
Mongolia,165456.49,72,2020-01-01,MN,496,4041.17414564367,65.63058022,6.59,99.5021667480469,132.467372,3294335.0,2093145.0,,72.141,35.0,-6.35124060523478,3.70672176955705
Ireland,159617.5,67,2020-01-01,IE,372,85973.0884875501,91.99989097,5.62,100.0,105.8205231,4985382.0,3254350.0,15320.0,82.5560975609756,72.0,5.52561234818658,-1.23404262978538
Pakistan,149710.72,135,2020-01-01,PK,586,1322.31478539554,18.93481469,6.215,94.4852828979492,77.3005648,227196741.0,133031513.0,-588736.0,66.269,31.0,-2.97029464978425,9.9444982105729
Lithuania,147146.92,120,2020-01-01,LT,440,20381.8557827478,83.05554724,8.49,100.0,130.2002612,2794885.0,1802976.0,-12625.0,74.9780487804878,60.0,-0.0513690845085932,1.89196476010981
Lebanon,146134.97,24,2020-01-01,LB,422,5599.95752260733,83.1038168,13.274,99.9830703735352,75.72450204,5662923.0,3557157.0,-115146.0,77.804,25.0,-19.7484284750453,85.5420423400206
Uzbekistan,144081.66,19,2020-01-01,UZ,860,1759.30747053678,71.09999824,5.29,100.0,99.58344787,34232050.0,22374882.0,-39203.0,70.331,26.0,0.0538222364548204,11.4424248275654
"Iran, Islamic Republic of",140144.94,15,2020-01-01,IR,0,2746.41948317956,75.56986637,9.69,100.0,146.2076628,87290193.0,60142828.0,-156669.0,74.832,25.0,2.47089226742992,44.2649836337424
South Africa,126482.49,83,2020-01-01,ZA,710,5753.06649433369,70.32030996,24.34,90.0,163.1909795,58801927.0,38374016.0,30852.0,65.252,44.0,-7.10658878154325,5.25956789710091
North Macedonia,117182.21,24,2020-01-01,MK,0,5965.45023195365,81.40553811,16.55,100.0,88.20817101,2072531.0,1436133.0,-486.0,74.3951219512195,35.0,-5.92229586311112,2.91014637143618
Cuba,115494.32,15,2020-01-01,CU,192,9499.57250428248,71.11907507,1.4,99.9326400756836,58.95001353,11300698.0,7750885.0,-7068.0,77.567,47.0,-10.8230104813757,16.5559626167225
Armenia,113063.43,21,2020-01-01,AM,051,4505.86774175695,76.50770055,12.18,100.0,124.3508359,2805608.0,1886737.0,-12825.0,72.173,49.0,-6.70404931756727,1.80659270159933
Morocco,110019.56,44,2020-01-01,MA,504,3258.26904296875,84.12036305,11.726,100.0,133.893994,36688772.0,24125464.0,-33807.0,73.92,40.0,-8.16396528551064,0.142417962079094
Colombia,103684.62,68,2020-01-01,CO,170,5304.28912886641,69.79533474,15.98,99.7217559814453,132.8719623,50930662.0,35450454.0,229437.0,74.769,39.0,-8.60581152678888,1.48021450852436
"Moldova, Republic of",98127.98,12,2020-01-01,MD,0,4376.24249318339,59.15294877,1.21,100.0,110.876909,2635130.0,1765415.0,-14278.0,70.166,34.0,-7.26326976771907,5.57500940096507
Macao,71674.42,9,2020-01-01,MO,446,37474.7345945939,88.33262029,2.57,100.0,412.9927856,676283.0,500352.0,8441.0,85.184,,-55.1886811818336,-0.258281071925396
Bahrain,66646.0,10,2020-01-01,BH,048,23433.1872362574,99.67103159,1.786,100.0,119.86485,1477469.0,1130322.0,-48716.0,79.174,42.0,-3.56559860535015,-6.06707692867674
Azerbaijan,45631.05,34,2020-01-01,AZ,031,4229.91064904503,84.59999573,7.24,100.0,100.577047,10093121.0,6994975.0,1084.0,66.868,30.0,-4.95270173869491,-7.39596582740913
United Arab Emirates,36326.55,34,2020-01-01,AE,784,37629.1741687956,100.0,4.29,100.0,197.8438703,9287289.0,7746067.0,-2762.0,78.946,71.0,-5.73104452508203,-12.0313052945464
Uruguay,32679.84,18,2020-01-01,UY,858,15650.4993032445,86.31019103,10.33,100.0,132.7256301,3429086.0,2224277.0,-1486.0,78.43,71.0,-6.28148319774319,9.95751211134611
Albania,30837.01,15,2020-01-01,AL,008,5343.0377039956,72.23767711,12.833,100.0,91.35050062,2837849.0,1921404.0,-9117.0,76.989,36.0,-2.74523867757104,0.696542442312051
Venezuela,30333.39,13,2020-01-01,VE,862,,,7.53,99.9163208007813,58.06789032,28490453.0,18097538.0,-525142.0,71.095,15.0,,
Kuwait,29379.77,15,2020-01-01,KW,414,24297.7108020951,99.10587017,3.454,100.0,155.2673535,4360444.0,3272155.0,-254177.0,76.92,42.0,-7.1693568493853,-13.9109339374961
Costa Rica,29086.57,8,2020-01-01,CR,188,12179.2566735195,80.53018608,16.43,99.9,146.6370492,5123105.0,3528858.0,2084.0,79.277,57.0,-4.99410158295288,0.772593246751626
Iceland,27260.0,29,2020-01-01,IS,352,58848.41812446,99.5327519,5.48,100.0,114.9221778,366463.0,244499.0,2573.0,83.0634146341463,75.0,-8.70948452763972,4.01484544334625
Ecuador,17473.71,11,2020-01-01,EC,218,5645.19928965332,70.7,6.13,98.85,88.04208636,17588595.0,11602470.0,35894.0,72.153,39.0,-9.07131766962168,-0.399099295795224
Malta,7898.62,21,2020-01-01,MT,470,29597.6361628521,86.85876183,4.35,100.0,122.8511054,515332.0,350219.0,10854.0,82.3487804878049,53.0,-10.0882521588953,1.69156767935112
Panama,3544.67,5,2020-01-01,PA,591,13293.3331951688,65.54188027,14.183,95.3360137939453,142.2454753,4294396.0,2789531.0,5473.0,76.657,35.0,-18.8543822302115,-0.550968761620453
China,51549194.43,2015,2021-01-01,CN,156,12617.5051041181,73.0532414,4.55,100.0,121.5382526,1412360000.0,977101360.0,-200194.0,78.211,45.0,8.35171995335094,4.55232657954579
United States,32199884.97,5154,2021-01-01,US,840,70219.472454115,91.75320833,5.35,100.0,107.319451,332031554.0,216079726.0,561580.0,76.3292682926829,67.0,5.77954841835778,4.4927922357685
Russian Federation,23000907.06,1119,2021-01-01,RU,643,12532.05078125,88.21384578,4.72,100.0,168.9847242,144130482.0,96116255.0,320617.0,69.900243902439,29.0,5.53089332241036,18.9905167887065
"Korea, Republic of",13546580.92,1128,2021-01-01,KR,0,35142.264267481,97.57132662,3.64,100.0,140.5658819,51744876.0,36975274.0,43440.0,83.5268292682927,62.0,4.48889978812433,2.76293194144772
Brazil,10667986.53,1446,2021-01-01,BR,076,7696.78483012849,80.68989314,13.16,99.4621200561523,102.48887,214326223.0,149767451.0,20376.0,72.75,38.0,4.43535281911002,11.3840611656746
Ukraine,10481895.04,351,2021-01-01,UA,804,4827.845703125,79.21829353,9.83,100.0,135.025689,43822901.0,29527020.0,831.0,69.6478048780488,32.0,4.36448461386128,24.8047508277652
Japan,10198854.18,1041,2021-01-01,JP,392,40058.5373276179,82.91407928,2.83,100.0,160.8817412,125681593.0,73446995.0,87584.0,84.4456097560976,73.0,3.0321308280439,-0.19006062486126
United Kingdom,6803259.61,1033,2021-01-01,GB,826,46869.759058411,96.68023657,4.826,100.0,118.5668355,67026292.0,42509878.0,202027.0,80.7,78.0,8.76398582256878,-0.120427085491656
France,6161522.97,1191,2021-01-01,FR,250,43671.3084099631,86.09548575,7.86,100.0,116.6934991,67764304.0,41541802.0,20614.0,82.3243902439024,71.0,6.13176131597774,1.42394826984793
Denmark,5684686.63,383,2021-01-01,DK,208,69268.6517983134,98.8658506,5.04,100.0,125.7822877,5856733.0,3722898.0,22746.0,81.4048780487805,88.0,6.38244434165682,2.85668370046885
Canada,5357827.47,769,2021-01-01,CA,124,52515.1998350503,92.83401664,7.53,100.0,88.09065504,38226498.0,25132144.0,195181.0,81.5870731707317,74.0,4.68285240759747,7.66486542253131
Thailand,5181782.53,868,2021-01-01,TH,764,7060.89770696418,85.26956666,1.21,100.0,168.7823161,71601103.0,49897410.0,1133.0,78.715,35.0,1.31428977715066,1.70981299302815
Germany,4949873.79,1168,2021-01-01,DE,276,51426.7503654421,91.43060973,3.64,100.0,127.5648538,83196078.0,53209258.0,312735.0,80.790243902439,80.0,3.12016297281919,3.01963807375267
Indonesia,3917845.96,766,2021-01-01,ID,360,4334.2159826606,62.10447842,3.83,99.21,133.6505363,273753191.0,185451041.0,-14992.0,67.57,38.0,2.98510862701504,6.00342133702488
Malaysia,3745581.78,484,2021-01-01,MY,458,11134.6229528189,96.7514278,4.083,100.0,140.5905675,33573874.0,23430510.0,46165.0,74.884,48.0,2.14731128116709,5.70751569365426
Sweden,3732185.66,475,2021-01-01,SE,752,61417.6808766469,94.6703163,8.72,100.0,124.3473047,10415811.0,6476727.0,80097.0,83.0560975609756,85.0,5.51142519349814,2.58588540084175
Poland,3585769.38,625,2021-01-01,PL,616,18050.2794441161,85.37490906,3.36,100.0,132.058828,37747124.0,24835510.0,-2968.0,75.5024390243902,56.0,7.3654328477301,5.26096004030063
Philippines,3449444.75,564,2021-01-01,PH,608,3460.53938169242,52.67573808,3.4,97.4899749755859,143.4358742,113880328.0,72925605.0,-80125.0,69.266,33.0,4.14651416960376,2.28247845864303
Australia,3192697.52,704,2021-01-01,AU,036,60697.2454358579,96.24,5.12,100.0,104.5172138,25685412.0,16710291.0,117929.0,83.3,73.0,1.96806164574946,3.07877416395633
Saudi Arabia,3008235.81,324,2021-01-01,SA,682,24315.6185511873,100.0,6.62,100.0,126.3611144,35950396.0,25603697.0,-153883.0,76.936,53.0,4.46165747131344,14.1141562510742
Viet Nam,2864905.48,775,2021-01-01,VN,0,3756.48890080884,74.20999985,2.38,100.0,138.8654955,97468029.0,66962208.0,-992.0,73.618,39.0,1.69940240052158,2.77825734224977
Finland,2712269.4,369,2021-01-01,FI,246,53504.6936483441,92.80806082,7.61,100.0,129.1548109,5541017.0,3417691.0,14928.0,81.8853658536585,88.0,2.62522857501395,2.39795719237752
Turkey,2404548.8,509,2021-01-01,TR,792,9743.21313092428,81.40843745,11.98,100.0,101.785223,84147318.0,57338607.0,-69729.0,76.032,38.0,10.4293952224225,28.9730164131403
Spain,2372299.5,500,2021-01-01,ES,724,30488.8209528797,93.89752157,14.78,100.0,119.623109,47415794.0,31289780.0,275022.0,83.2292682926829,61.0,6.29065944452751,2.65632420170878
Argentina,1785452.22,383,2021-01-01,AR,032,10650.8604604345,87.15070683,8.74,100.0,130.4550081,45808747.0,29693851.0,2344.0,75.39,38.0,9.67392093465429,53.8404499043736
Mexico,1657357.47,360,2021-01-01,MX,484,10359.1498625832,75.62650476,4.09,100.0,99.81384101,126705138.0,84782496.0,-52649.0,70.213,31.0,5.24740367881364,4.40704438422156
Netherlands,1473430.82,452,2021-01-01,NL,528,58727.8705471475,92.05298013,4.21,100.0,125.0621654,17533044.0,11316863.0,57439.0,81.309756097561,82.0,5.63740532928256,2.92451387658699
Peru,1423587.88,178,2021-01-01,PE,604,6635.46414809173,71.10782643,5.1,95.6,127.8361756,33715471.0,22032819.0,68012.0,72.377,36.0,12.0359010397389,8.45148567883973
Norway,1288635.46,249,2021-01-01,NO,578,93072.8925119571,99.0000036,4.37,100.0,109.6884687,5408320.0,3511912.0,10604.0,83.1634146341463,85.0,3.35449507409562,20.2134754838135
Singapore,1195983.76,280,2021-01-01,SG,702,77710.0892373091,96.92468156,4.64,100.0,147.480416,5453566.0,4029143.0,19321.0,83.0926829268293,85.0,13.5191268484885,8.78436557494857
Italy,1158527.87,336,2021-01-01,IT,380,36449.2583375837,74.8623274,9.5,100.0,131.86107,59133173.0,37648780.0,28021.0,82.6463414634146,56.0,8.87366826725133,1.27786079243741
Czech Republic,1156446.57,354,2021-01-01,CZ,203,26822.5141862111,82.67062427,2.8,100.0,126.4124254,10505772.0,6675837.0,3621.0,77.2219512195122,54.0,5.4463696180117,3.32780959196783
Kazakhstan,1006701.59,82,2021-01-01,KZ,398,10373.7897924367,90.9239507,5.572,100.0,127.4765953,19000988.0,11878977.0,-18917.0,70.23,37.0,2.95338135834081,13.9300750551614
Estonia,876235.59,97,2021-01-01,EE,233,27943.701219882,90.97970174,6.18,100.0,149.0807939,1330932.0,840607.0,2995.0,76.9439024390244,74.0,7.89903259794904,5.99690607967077
India,855036.3,397,2021-01-01,IN,356,2238.12714218765,46.31,6.38,99.5725250244141,81.98893361,1407563842.0,950245567.0,-301970.0,67.24,40.0,8.18436771657305,8.53852548308286
Bulgaria,781688.12,93,2021-01-01,BG,100,12219.3418706779,75.27144583,5.27,99.8,114.7677533,6877743.0,4373155.0,-8716.0,71.4634146341463,42.0,8.54260999187817,7.13449171826458
Slovenia,669759.28,26,2021-01-01,SI,705,29331.0647010043,89.00399524,4.74,100.0,123.0185759,2108079.0,1355719.0,4568.0,80.6756097560976,57.0,7.9379162267506,2.6764676910453
Pakistan,635320.25,96,2021-01-01,PK,586,1506.10829305917,21.0372074,6.34,94.9228591918945,81.55130785,231402117.0,136153500.0,-471395.0,66.098,28.0,4.57816043050141,10.2673420806694
Portugal,633319.08,210,2021-01-01,PT,620,24661.1664874576,82.30902804,6.58,100.0,120.9425503,10361831.0,6641522.0,27295.0,81.3780487804878,62.0,5.07669501382099,1.90059418094546
Mongolia,632934.0,98,2021-01-01,MN,496,4566.14013029182,81.60682285,7.75,100.0,140.012223,3347782.0,2114128.0,,70.975,35.0,0.0141488620388373,14.4200654807454
Belarus,610795.7,81,2021-01-01,BY,112,7489.71894713888,86.88841196,3.9,100.0,122.7801287,9302585.0,6170451.0,12961.0,72.3706829268293,41.0,3.29082150587152,15.3264151844105
Chile,605816.19,204,2021-01-01,CL,152,16240.6077759729,90.19336882,9.28,100.0,136.3134058,19493184.0,13423378.0,113709.0,78.944,67.0,10.6318812190913,6.79784123203009
Belgium,536880.26,184,2021-01-01,BE,056,51850.3971840229,92.78867618,6.26,100.0,101.1083743,11586195.0,7402978.0,52356.0,81.790243902439,73.0,6.41209866546886,3.17198189564809
Israel,526181.67,48,2021-01-01,IL,376,52129.5159612108,90.29689758,4.81,100.0,140.4485071,9371400.0,5613470.0,16856.0,82.5,59.0,6.80051563909181,2.12829471719861
Switzerland,483900.27,157,2021-01-01,CH,756,93446.4344518943,95.56937168,5.1,100.0,123.4337574,8704546.0,5742300.0,23872.0,83.7512195121951,84.0,4.5881921178937,1.24619196669597
Austria,437862.11,107,2021-01-01,AT,040,53517.8904509612,92.52915104,6.46,100.0,121.9694798,8955797.0,5926351.0,20314.0,81.190243902439,74.0,3.78471969654039,2.06821009880306
"Moldova, Republic of",429854.54,16,2021-01-01,MD,0,5274.74484719747,61.28776161,0.79,100.0,127.3941322,2595809.0,1728494.0,-14278.0,68.846,36.0,15.6557976122015,6.38172855134019
Croatia,403828.01,58,2021-01-01,HR,191,17809.0323901126,81.25396608,7.61,100.0,108.4252864,3879000.0,2478353.0,-10402.0,76.4243902439025,47.0,18.7329344735928,1.50774985934781
Hong Kong,372674.91,191,2021-01-01,HK,0,49764.793115622,93.08715788,5.17,100.0,319.4262706,7413100.0,5057443.0,,85.5326829268293,76.0,7.41667263929604,0.683311451969558
North Macedonia,357512.59,29,2021-01-01,MK,0,6778.56287821774,83.01821027,15.78,100.0,92.29897353,2065092.0,1428341.0,-486.0,73.2463414634146,39.0,5.88607665049111,3.30160849137073
Romania,351688.88,142,2021-01-01,RO,642,14946.624968678,83.5904265,5.59,100.0,118.6275646,19122059.0,12438819.0,-12724.0,72.809756097561,45.0,6.50047052344212,5.445500855711
Bosnia and Herzegovina,322900.92,21,2021-01-01,BA,070,7230.19883771887,75.67620138,14.9,100.0,113.9969422,3270943.0,2189487.0,-25865.0,75.3,35.0,8.94999142884024,4.8603338005645
Colombia,289963.46,83,2021-01-01,CO,170,6182.70709867964,73.02837449,13.9,99.9991073608398,145.6931676,51516562.0,35898966.0,211978.0,72.83,39.0,9.75360148852955,7.66762201531672
Slovakia,289526.42,105,2021-01-01,SK,0,21768.1486708026,88.92560523,6.89,100.0,135.1475011,5447247.0,3643690.0,1746.0,74.6146341463415,52.0,5.01191188863453,2.38609864044422
Uruguay,284097.89,48,2021-01-01,UY,858,17923.9953327961,90.07384089,9.29,100.0,136.9212202,3426260.0,2230659.0,-1486.0,75.436,73.0,5.36339161084788,12.6808825148184
South Africa,271713.4,194,2021-01-01,ZA,710,7073.61275411821,72.310492,28.77,89.3,168.9243909,59392255.0,38815753.0,10934.0,62.341,44.0,3.66236830303251,6.50012837673914
Latvia,270955.1,97,2021-01-01,LV,428,20930.3982374189,91.17964988,7.51,100.0,115.358508,1884490.0,1182681.0,-6815.0,72.9804878048781,59.0,7.63560410392657,3.77323708612343
Hungary,251670.53,165,2021-01-01,HU,348,18753.0469453539,88.64083466,4.05,100.0,106.9277943,9709891.0,6314017.0,19870.0,74.1634146341463,43.0,7.52970697818883,6.44509799276666
Lebanon,228470.11,35,2021-01-01,LB,422,4136.14657516013,86.58903046,12.777,100.0,76.67627276,5592631.0,3509908.0,-115122.0,75.047,24.0,-5.83236677671033,150.000716803737
Azerbaijan,227770.32,16,2021-01-01,AZ,031,5408.04535175023,86.0,6.04,100.0,104.8878056,10137750.0,7031387.0,1084.0,69.366,30.0,5.15150006870661,21.5888241949245
New Zealand,222436.84,80,2021-01-01,NZ,554,49996.4206725811,95.91020269,3.78,100.0,113.9631575,5111400.0,3331666.0,38220.0,82.2073170731707,88.0,4.73165407278768,4.80486674681298
Morocco,213521.01,51,2021-01-01,MA,504,3767.52490234375,88.13031937,11.219,100.0,137.4592738,37076584.0,24367675.0,-46242.0,74.042,39.0,6.88073133381511,2.39453714272777
Kuwait,193478.98,25,2021-01-01,KW,414,32324.8409043988,99.7,2.943,100.0,162.7763396,4250114.0,3163029.0,-36843.0,78.673,43.0,3.77267730996793,26.2784604087771
Lithuania,186474.14,87,2021-01-01,LT,440,23849.6156993566,86.93054425,7.11,100.0,133.7323188,2800839.0,1798905.0,-11853.0,74.0365853658537,61.0,6.05877089552746,6.54727551776691
Uzbekistan,179835.93,8,2021-01-01,UZ,860,1993.42447787206,76.59043014,5.419,99.9,102.8976203,34915100.0,22676383.0,-39201.0,70.862,28.0,5.30221790037371,13.5439011261899
Ireland,170601.19,55,2021-01-01,IE,372,102001.798249145,95.16956667,6.19,100.0,107.7677124,5033164.0,3284530.0,15320.0,82.3536585365854,74.0,14.0322863534396,0.477482551429404
