country,total_earnings,total_players,year,iso,code,pbicap,internet,desempleo,elect_acc,movil,poblacion,pea,net_mig,life_exp,CPI,gdp_gr,inflacion
Mexico,97489.81,27,2014-01-01,MX,484,11490.0216901556,44.39,4.81,99.172928,88.37316756,118755887.0,77325278.0,-100413.0,74.797,,1.23907995260342,4.36836889546018
Belarus,95633.61,31,2014-01-01,BY,112,8341.29014337961,59.02,5.908,96.7810592651367,117.6215475,9448515.0,6542450.0,12222.0,72.9707317073171,,1.66910516205074,18.1049633990999
Israel,64975.19,10,2014-01-01,IL,376,38259.6810956173,75.01775316,5.79,100.0,120.806028,8215700.0,5029304.0,10836.0,82.1536585365854,,1.94337709417314,0.669193442699594
Belgium,62153.69,58,2014-01-01,BE,056,47764.0715120833,85.0,8.52,100.0,113.9396941,11209057.0,7285273.0,57103.0,81.2878048780488,,1.12859572471172,0.982645554501687
Argentina,56007.12,36,2014-01-01,AR,032,12334.7982453893,64.7,7.27,100.0,142.9902363,42669500.0,27356930.0,5801.0,76.755,,-3.57858050983289,40.2829716315506
Greece,53771.95,70,2014-01-01,GR,300,21616.7100094908,63.21,26.71,100.0,111.7981465,10892413.0,7065107.0,-30228.0,81.3853658536585,,1.14721195681824,-1.9387546208597
Peru,43229.5,17,2014-01-01,PE,604,6614.83081997934,40.2,3.21,92.919989,105.0276552,30353951.0,19276936.0,-50381.0,75.333,,1.31920125652192,2.43244108501779
"Moldova, Republic of",42328.52,3,2014-01-01,MD,0,3289.16784588695,40.5,1.45,99.7522659301758,111.9756969,2857815.0,2036819.0,-67173.0,69.031,,5.06366581042911,5.14320721702923
Chile,39469.83,34,2014-01-01,CL,152,14675.1508730028,61.11,6.65,100.0,133.8868853,17687108.0,12211695.0,52709.0,79.473,,0.772927820327766,5.85289162817273
Czech Republic,35636.55,57,2014-01-01,CZ,203,19890.9199056648,74.23171164,6.11,100.0,132.2892387,10525347.0,7082902.0,5009.0,78.8243902439024,,2.15450047888164,2.57853631569476
Hungary,35584.65,33,2014-01-01,HU,348,14294.2584180751,75.65319745,7.73,100.0,118.8347046,9866468.0,6691117.0,11571.0,75.7634146341463,,4.51336776781454,3.6927260947232
Slovakia,35085.0,33,2014-01-01,SK,0,18719.9881409371,79.98,11.54,100.0,117.686388,5418649.0,3842427.0,1058.0,76.8121951219512,,2.59757522977975,-0.192780594130198
Kazakhstan,30581.57,35,2014-01-01,KZ,398,12807.2630452048,66.0,5.06,100.0,162.5461324,17288285.0,11533223.0,-6299.0,71.44,,2.67672092960876,5.77123952478276
Morocco,23822.38,3,2014-01-01,MA,504,3430.53442382813,56.8,9.7,97.2789535522461,129.0186985,34248603.0,22665399.0,-72062.0,72.538,,1.35761320273673,0.215437762428678
Austria,23074.72,26,2014-01-01,AT,040,51786.3771747905,80.99582496,5.67,100.0,151.5621925,8546356.0,5753902.0,74263.0,81.490243902439,,-0.122370667337563,2.17570723682326
Italy,21453.36,42,2014-01-01,IT,380,35565.7213771496,55.63846022,12.68,100.0,149.0557814,60789140.0,39180526.0,50102.0,83.090243902439,,-0.917813879753353,0.913241261981469
Portugal,21327.72,59,2014-01-01,PT,620,22103.7009703321,64.59,13.9,100.0,114.2890262,10401062.0,6802696.0,-30033.0,81.1219512195122,,1.33711996744654,0.704596369328669
Switzerland,18331.49,17,2014-01-01,CH,756,88724.9909402638,87.4,4.83,100.0,136.1783661,8188649.0,5521551.0,77880.0,83.1975609756098,,1.10869359440046,-0.653123803620176
Uruguay,17257.19,3,2014-01-01,UY,858,18131.5788465661,61.46,6.55,99.657085,162.0767046,3391662.0,2171113.0,-4914.0,77.366,,2.9197296574484,10.2206566034525
Bulgaria,17156.36,39,2014-01-01,BG,100,7912.27484371138,55.49,11.42,95.9347076416016,128.6861675,7223938.0,4751668.0,-15527.0,74.4658536585366,,1.52486811076595,1.34078333993489
Venezuela,16935.35,13,2014-01-01,VE,862,15975.7293753361,57.0,6.798,100.0,101.1087376,30193258.0,19606795.0,-62437.0,72.853,,-5.02511141422512,40.4404901065548
Indonesia,16893.12,24,2014-01-01,ID,360,3476.62485441547,17.14,4.05,97.01,127.0667453,256229761.0,171140668.0,-37324.0,69.533,,3.79614076779593,5.44317454935612
Ireland,14434.81,11,2014-01-01,IE,372,55752.7649838131,83.49172234,11.86,100.0,106.283914,4657740.0,3058075.0,714.0,81.3487804878049,,8.03635788585953,0.18200739255802
Croatia,13369.11,31,2014-01-01,HR,191,14001.1603438958,68.57,17.29,100.0,104.1405499,4238389.0,2816771.0,-12849.0,77.4780487804878,,-0.0191870989450678,0.147556266264544
New Zealand,11895.0,15,2014-01-01,NZ,554,44572.8987536626,84.0,5.43,100.0,112.9769538,4516500.0,2954436.0,48532.0,81.4568292682927,,2.1007679215578,0.416130286683241
Colombia,9800.0,11,2014-01-01,CO,170,8167.47284156278,52.57,8.8,97.790938,118.5362158,46677947.0,31863569.0,-67516.0,76.043,,3.51395347912819,2.2356323764315
Lithuania,9591.14,38,2014-01-01,LT,440,16551.018202078,72.13,10.7,100.0,142.4940241,2932367.0,1949194.0,-20883.0,74.5170731707317,,4.43108765446387,0.833592064248663
Slovenia,7466.79,13,2014-01-01,SI,705,24247.1733184083,71.59,9.72,100.0,112.1194727,2061980.0,1397951.0,-225.0,81.0780487804878,,2.66713405933845,0.456031615681681
Armenia,5300.0,1,2014-01-01,AM,051,4017.22991449473,54.62280586,11.989,99.71,119.696221,2889930.0,2026872.0,-27763.0,74.058,,4.01064593319273,2.30918242990974
Latvia,4694.7,10,2014-01-01,LV,428,15742.3913381908,75.83,10.85,100.0,118.5456871,1993782.0,1306712.0,-11830.0,74.1243902439024,,2.86636259407609,1.915588014642
Malta,4612.88,48,2014-01-01,MT,470,26753.2733830814,73.17,5.72,100.0,122.3518897,434558.0,295047.0,8474.0,82.0463414634146,,5.50567583401256,2.342729170254
South Africa,4270.2,30,2014-01-01,ZA,710,6965.1378973693,49.0,22.61,85.9,144.8590927,54729551.0,36262376.0,290874.0,63.38,,-0.172220609328434,5.36654618468381
"Iran, Islamic Republic of",4128.87,2,2014-01-01,IR,0,5757.54333251596,39.35,10.68,100.0,86.15521571,79961672.0,57117527.0,653255.0,74.782,,3.01176428733751,9.75876873256327
Iceland,3834.31,7,2014-01-01,IS,352,54576.7448146565,98.16,4.9,100.0,112.9417905,327386.0,216736.0,1116.0,82.8609756097561,,0.562209388696971,4.14165194460018
Azerbaijan,3700.0,7,2014-01-01,AZ,031,7890.84028062087,75.00001564,4.91,100.0,108.3211865,9535079.0,6711491.0,1084.0,71.116,,1.47593694077869,-1.28499552026639
Bosnia and Herzegovina,3501.46,7,2014-01-01,BA,070,5196.97008415107,49.91773243,27.52,99.922607421875,97.76313417,3571068.0,2494930.0,-35709.0,75.659,,2.47075227986109,1.00033721930362
Costa Rica,3500.0,1,2014-01-01,CR,188,10737.6788811529,53.0,8.5,99.359291,144.9214415,4844288.0,3321820.0,3996.0,78.774,,2.41456400701435,6.20692042541053
Panama,3500.0,1,2014-01-01,PA,591,12837.2479584282,44.92,4.419,90.8482971191406,177.5895959,3888793.0,2511529.0,7105.0,77.248,,3.24983013684663,4.19788932574035
Cuba,3400.0,2,2014-01-01,CU,192,7117.53573456326,29.07018437,2.7,98.7286148071289,22.33274085,11332026.0,7843110.0,-14543.0,77.853,,0.954420824338413,3.46337574129474
India,2152.27,9,2014-01-01,IN,356,1559.86377870535,13.5,7.976,85.1339111328125,72.21351677,1307246509.0,854999441.0,-310694.0,69.074,,6.08618022267893,3.33175692181283
Mongolia,1274.0,2,2014-01-01,MN,496,4211.93943552954,19.94244743,4.8,85.9815521240234,104.2861725,2902823.0,1955829.0,813.0,69.047,,5.74188399910165,7.44883659506563
Ecuador,1200.0,1,2014-01-01,EC,218,6374.6314856366,45.59039067,3.48,98.976067,104.0590503,15957994.0,10218347.0,2288.0,76.622,,2.2604243692314,3.03070306911397
Saudi Arabia,981.33,2,2014-01-01,SA,682,23862.8011860096,64.71365737,5.88,100.0,164.1527601,32125564.0,22448231.0,65520.0,76.757,,1.94530191978144,-2.24700477903093
Albania,527.07,3,2014-01-01,AL,008,4578.63320812155,54.3,18.05,99.95,116.4887372,2889104.0,1972967.0,-14265.0,78.407,,1.98538809180384,1.54991706986272
Bahrain,373.34,1,2014-01-01,BH,048,25464.760097715,90.50313348,1.147,100.0,177.6320346,1311134.0,1011194.0,36320.0,79.328,,0.413894139030546,-1.67088300426047
North Macedonia,227.1,1,2014-01-01,MK,0,5495.73138040533,68.06,28.38,99.8175964355469,105.6594552,2067471.0,1453487.0,-1597.0,75.4512195121951,,3.45674839564703,1.44696785759902
China,14981119.56,771,2015-01-01,CN,156,8016.44559491162,50.3,4.65,100.0,92.70071605,1379860000.0,988302343.0,-155379.0,76.977,37.0,6.42073647804654,-0.00294409357314862
United States,13212499.73,2764,2015-01-01,US,840,56762.7294515989,74.55420245,5.28,100.0,102.3083933,320738994.0,212890784.0,1221849.0,78.690243902439,76.0,1.95300411790625,1.00054163291141
"Korea, Republic of",6714901.04,617,2015-01-01,KR,0,28737.4391706499,89.8962558,3.55,100.0,115.5716703,51014947.0,37379210.0,266322.0,82.0243902439024,54.0,2.26842940068582,3.18559596664953
Sweden,4020207.42,523,2015-01-01,SE,752,51545.4836095322,90.61019664,7.43,100.0,128.3214584,9799186.0,6179135.0,77987.0,82.2048780487805,89.0,3.39017629600058,2.12118024509547
Canada,3726197.01,457,2015-01-01,CA,124,43596.1355365546,90.0,6.95,100.0,83.30038912,35702908.0,24190332.0,232738.0,81.8156097560976,83.0,-0.0984232197149737,-0.867651312323389
Denmark,2266523.69,287,2015-01-01,DK,208,53254.8563700916,96.33050162,6.28,100.0,124.683046,5683483.0,3656091.0,22368.0,80.7024390243902,91.0,1.62216625804921,0.433060802052097
Russian Federation,2131631.6,676,2015-01-01,RU,643,9313.021484375,70.09924123,5.57,95.5,156.7665611,144096870.0,100195558.0,384942.0,71.1834146341463,29.0,-2.18388547157608,7.24973590678889
Ukraine,2041516.81,170,2015-01-01,UA,804,2124.66259765625,48.88464368,9.14,100.0,142.0030379,45154036.0,31196607.0,-21937.0,71.189512195122,27.0,-9.44383219053168,38.8816797599977
Pakistan,1731607.74,2,2015-01-01,PK,586,1421.83527830089,11.0,3.57,90.9774703979492,59.67675827,210969298.0,121660966.0,-2172159.0,65.697,30.0,2.87542459493075,4.44198033438504
Germany,1719773.99,741,2015-01-01,DE,276,41103.2564363768,87.58979935,4.62,100.0,117.4073504,81686611.0,53786433.0,397921.0,80.6414634146341,81.0,0.617105353219898,1.85367882408802
France,1452827.12,574,2015-01-01,FR,250,36652.9223052178,78.00603771,10.35,100.0,104.4996731,66548272.0,41731092.0,18807.0,82.3219512195122,70.0,0.754024352327519,1.13824878533235
United Kingdom,1005481.19,575,2015-01-01,GB,826,44964.3911437292,92.00029987,5.3,100.0,121.5048919,65116219.0,41987013.0,254218.0,80.9560975609756,81.0,1.41349868255548,0.660990521413524
Poland,954426.67,361,2015-01-01,PL,616,12560.051419682,67.99698716,7.5,100.0,141.4598694,37986412.0,26396251.0,-25426.0,77.4512195121951,63.0,4.45288399815828,1.31704293664644
Singapore,861627.31,121,2015-01-01,SG,702,55645.6068614606,83.2,3.79,100.0,145.7181198,5535002.0,4337457.0,40958.0,82.7439024390244,85.0,1.76232468638902,3.07195500966418
Japan,617881.36,179,2015-01-01,JP,392,34960.6393843385,91.05802839,3.39,100.0,126.1756831,127141000.0,76282461.0,150215.0,83.7939024390244,75.0,1.66846511711745,2.111298993275
Brazil,559948.84,504,2015-01-01,BR,076,8783.2154236384,58.32795173,8.54,99.710902,125.6477067,205188205.0,142802802.0,4764.0,74.332,38.0,-4.35831717939337,7.56617501207116
Malaysia,514344.84,128,2015-01-01,MY,458,9699.60046342736,71.06406781,3.1,99.8620300292969,141.9557664,31068833.0,21421012.0,80603.0,75.094,50.0,3.52753443643488,1.21805573355338
Australia,507672.81,326,2015-01-01,AU,036,56758.8692027821,84.56051491,6.06,100.0,108.1853261,23815995.0,15760132.0,209466.0,82.4,79.0,0.741438843604087,-0.622921248890535
Estonia,479092.36,46,2015-01-01,EE,233,17402.0376128079,88.4097035,6.19,100.0,144.7940413,1315407.0,856276.0,4308.0,77.590243902439,70.0,1.78627469426176,1.03644083022607
Belarus,468623.04,39,2015-01-01,BY,112,5967.06856034227,62.23036091,5.878,97.3732833862305,118.016106,9461076.0,6502346.0,13681.0,73.6243902439025,32.0,-3.95734364341466,16.0232393330965
Thailand,467952.88,194,2015-01-01,TH,764,5708.79409105798,39.31612674,0.6,99.6,146.4441042,70294397.0,50354504.0,32595.0,77.717,38.0,2.64481251549444,0.722113573412514
Netherlands,457800.03,207,2015-01-01,NL,528,45193.4032187971,91.72413793,6.87,100.0,122.1109286,16939923.0,11098316.0,57677.0,81.509756097561,84.0,1.50826618391271,0.772727976651382
Romania,374350.91,75,2015-01-01,RO,642,8976.9544892648,55.76315563,6.81,98.761360168457,116.1454247,19815616.0,13365742.0,-49612.0,74.9121951219512,46.0,3.64655356590626,3.26475427441173
Finland,358570.54,236,2015-01-01,FI,246,42801.9081167285,86.42213333,9.38,100.0,134.9804296,5479531.0,3475929.0,12433.0,81.4804878048781,90.0,0.213029419665261,1.61674649704926
Spain,356999.66,308,2015-01-01,ES,724,25754.36102944,78.68963187,22.06,100.0,109.9855567,46444832.0,30773032.0,-871.0,82.8317073170732,58.0,3.91911726500582,0.545318262109149
Philippines,336329.36,113,2015-01-01,PH,608,2974.29691673713,36.9,3.07,89.08,114.3710694,103031365.0,64627679.0,6954.0,71.268,35.0,4.58721825070494,-0.719682789326697
Macao,318852.02,1,2015-01-01,MO,446,73220.6355551661,77.60013186,1.81,100.0,308.1886876,615239.0,481008.0,6465.0,83.984,,-22.9268492907798,4.51405118914209
Israel,306483.0,25,2015-01-01,IL,376,36206.5222171621,77.35208966,5.18,100.0,131.9966662,8380100.0,5108443.0,12049.0,82.0512195121951,61.0,0.475269154590265,2.31774802896861
Viet Nam,285329.45,146,2015-01-01,VN,0,2595.23484372958,45.0,1.85,99.2542114257813,130.5154869,92191398.0,64125596.0,-4761.0,73.876,31.0,5.87784930468686,-1.71651170749655
Norway,270158.73,132,2015-01-01,NO,578,74809.9658049898,96.81032569,4.3,100.0,110.1059349,5188607.0,3411090.0,30329.0,82.3048780487805,88.0,0.848799124216399,-2.80446812171388
Bulgaria,168941.73,98,2015-01-01,BG,100,7078.86032298969,56.65625161,9.14,96.5846862792969,125.7944108,7177991.0,4693084.0,-15356.0,74.6146341463415,41.0,4.05941140790065,2.94774587270894
Portugal,152557.34,132,2015-01-01,PT,620,19250.1065376852,68.63286148,12.45,100.0,113.0168861,10358076.0,6754716.0,-10124.0,81.1243902439025,64.0,2.2144828853083,2.01996442826523
Slovakia,132579.52,48,2015-01-01,SK,0,16390.8821748507,77.63468203,11.49,100.0,123.0642809,5423801.0,3821322.0,2637.0,76.5634146341463,51.0,5.06728462990019,-0.216504525651942
Belgium,118277.46,82,2015-01-01,BE,056,41008.296719472,85.05294175,8.48,100.0,113.5645872,11274196.0,7306314.0,57008.0,80.9926829268293,77.0,1.45189336758756,1.33038612835179
Mexico,114920.93,49,2015-01-01,MX,484,10098.1731805195,57.43104299,4.31,99.0,89.62827659,120149897.0,78585113.0,-82173.0,74.682,31.0,1.51074466053764,3.22542892220264
Greece,112868.33,96,2015-01-01,GR,300,18083.8779056547,66.83495949,24.98,100.0,116.2863558,10820883.0,6995156.0,-29315.0,81.0365853658537,46.0,0.463652786270188,-0.293730433148639
Chile,109471.73,52,2015-01-01,CL,152,13567.3572174332,76.62959195,6.49,99.714844,129.861175,17870124.0,12328424.0,55709.0,79.746,70.0,1.10575838093806,4.95436552710441
Hong Kong,103969.03,49,2015-01-01,HK,0,42432.1619740441,84.94835296,3.31,100.0,226.0108938,7291300.0,5315516.0,13061.0,84.2526829268293,75.0,1.52002254389394,3.64350099651605
Peru,93616.69,36,2015-01-01,PE,604,6180.11926810233,40.85260091,3.27,93.852179,111.4742209,30711863.0,19558781.0,2462.0,75.621,36.0,2.04895673228597,2.69052090074331
Czech Republic,89037.31,113,2015-01-01,CZ,203,17829.6983223668,75.6688387,5.05,100.0,118.34677,10546059.0,7027887.0,5297.0,78.5780487804878,56.0,5.18140265379816,0.992276160290274
Argentina,88460.38,98,2015-01-01,AR,032,13789.060424772,68.04306411,7.583,99.6890335083008,142.9639551,43131966.0,27672739.0,5522.0,76.76,32.0,1.62966427946263,26.5799916024707
Italy,76764.58,79,2015-01-01,IT,380,30242.3861352184,58.14173496,11.9,100.0,145.5869288,60730582.0,39023708.0,34031.0,82.5439024390244,44.0,0.875477401786128,0.931863574759717
Kazakhstan,65086.28,49,2015-01-01,KZ,398,10510.7703240885,70.8299336,4.93,100.0,147.5074806,17542806.0,11579534.0,-12253.0,71.97,28.0,-0.268267117061384,1.82354987628641
Indonesia,63772.29,55,2015-01-01,ID,360,3322.58167895444,22.0627426,4.51,97.5373674369822,130.8216306,259091970.0,173432827.0,-37991.0,69.699,36.0,3.71774546908827,3.98024266013961
Saudi Arabia,60388.07,7,2015-01-01,SA,682,20442.3660631613,69.6162358,5.6,100.0,161.21011,32749848.0,22977981.0,60337.0,76.918,52.0,2.69452107756302,-16.5814831149775
Turkey,58036.61,78,2015-01-01,TR,792,11049.9951100942,53.74497914,10.24,100.0,92.45799717,78218479.0,53427004.0,341261.0,76.646,42.0,4.6785959933809,7.84491693010263
Hungary,49990.43,103,2015-01-01,HU,348,12717.038597002,72.83473703,6.81,100.0,100.5722734,9843028.0,6636130.0,14166.0,75.5682926829269,51.0,3.95428261265434,2.7757419080134
Slovenia,45793.67,22,2015-01-01,SI,705,20890.1664304173,73.09865997,9.0,100.0,113.1226386,2063531.0,1387404.0,7934.0,80.7756097560976,60.0,2.13325802761534,1.00504348534045
Croatia,38246.98,31,2015-01-01,HR,191,12098.5120254631,69.84503592,16.18,100.0,103.7803054,4203604.0,2781825.0,-13408.0,77.2756097560976,51.0,3.37093184245691,0.0919067892751713
New Zealand,38203.26,27,2015-01-01,NZ,554,38630.7265886928,85.2,5.42,100.0,121.9886768,4609400.0,3015687.0,47165.0,81.6124390243903,91.0,1.64567824975315,1.43117649482835
South Africa,36129.83,170,2015-01-01,ZA,710,6204.92990145846,51.91911572,22.87,85.3,157.4892588,55876504.0,37041896.0,644996.0,63.95,44.0,-0.75792811406113,5.54552812339873
Bosnia and Herzegovina,35250.2,16,2015-01-01,BA,070,4654.60862038896,52.6,27.69,99.7,97.70724826,3524324.0,2454005.0,-33976.0,76.182,38.0,5.69830351451964,1.36573070914964
Switzerland,30116.4,38,2015-01-01,CH,756,83806.4476003837,87.4790556,4.8,100.0,135.7591625,8282396.0,5571771.0,71488.0,82.8975609756098,86.0,0.494129822392765,-1.2650568747671
Venezuela,29258.45,13,2015-01-01,VE,862,,58.0,6.085,100.0,95.29573416,30529716.0,19870568.0,-77421.0,73.006,17.0,,
Austria,24828.04,46,2015-01-01,AT,040,44195.8175947748,83.94014193,5.8,100.0,155.8663134,8642699.0,5812079.0,115125.0,81.190243902439,76.0,-0.111540189504495,2.30097866680524
Ireland,22929.71,27,2015-01-01,IE,372,62179.2642662951,83.49479167,9.91,100.0,105.0634623,4701957.0,3080857.0,13130.0,81.4536585365854,75.0,23.3046934445227,8.30014134761103
"Moldova, Republic of",21612.81,5,2015-01-01,MD,0,2749.91303825395,43.1,1.78,99.8614807128906,113.2956183,2835978.0,1997778.0,-59404.0,69.24,33.0,0.429158887977096,11.5743149591168
North Macedonia,19974.49,4,2015-01-01,MK,0,4861.55615984223,70.38020308,26.43,99.9032745361328,98.8434801,2070226.0,1452501.0,-1378.0,75.4024390243902,42.0,3.71765660257569,2.00342084578241
Kuwait,18134.14,11,2015-01-01,KW,414,29315.1985079166,82.0,2.2,100.0,196.0922731,3908743.0,2968455.0,259114.0,79.562,49.0,-3.19417441775387,-25.9584189407846
India,10420.52,75,2015-01-01,IN,356,1590.17433135955,14.9,7.891,88.0,75.67324414,1322866505.0,869459756.0,-475094.0,69.636,38.0,6.72106763530351,2.27958810140629
Lithuania,9569.88,49,2015-01-01,LT,440,14263.9645773495,71.37805901,9.12,100.0,141.1735748,2904910.0,1922479.0,-18912.0,74.3219512195122,59.0,2.98891297061452,0.0636827914669311
Latvia,8092.48,37,2015-01-01,LV,428,13786.4567953114,79.20058292,9.87,100.0,130.0230176,1977527.0,1286730.0,-11163.0,74.4804878048781,56.0,4.73918260611251,0.115712474014657
Lebanon,7858.45,7,2015-01-01,LB,422,7802.75136769776,74.0,9.212,99.7377777099609,72.78785236,6398940.0,4359175.0,-223722.0,79.229,28.0,-1.49384761124993,3.33578444902192
Colombia,7309.38,6,2015-01-01,CO,170,6228.65162186089,55.90497251,8.57,98.186898,121.6634145,47119728.0,32274550.0,-41064.0,76.257,37.0,1.9906164936335,2.44932842052003
United Arab Emirates,5935.74,15,2015-01-01,AE,784,41525.1389031283,90.5,1.789,100.0,201.219729,8916899.0,7580093.0,-14154.0,79.223,70.0,5.81735787418565,-16.2670060316676
Malta,5370.28,50,2015-01-01,MT,470,24921.7141769982,75.96001898,5.38,100.0,114.8018196,445053.0,301667.0,9443.0,81.8975609756097,60.0,7.02341244072613,4.22011821696327
Iceland,4992.93,25,2015-01-01,IS,352,52951.6815110898,98.2,3.98,100.0,115.9665922,330815.0,218787.0,1477.0,82.4682926829268,79.0,3.35414533328364,6.0545203480569
Cuba,3194.9,3,2015-01-01,CU,192,7683.74025365669,37.30509742,2.4,98.9550094604492,29.41249715,11339894.0,7843206.0,-14372.0,77.772,47.0,4.36587075905668,3.43904876302352
Uruguay,3012.01,2,2015-01-01,UY,858,16950.7531694816,64.5707871,7.49,99.70948,151.7998906,3402818.0,2181877.0,-4156.0,77.483,74.0,0.0416798769461195,9.85542032172539
Azerbaijan,2985.35,8,2015-01-01,AZ,031,5500.50364628486,77.0,4.96,100.0,108.4519054,9649341.0,6764283.0,1084.0,71.451,29.0,-0.103121364891479,-8.84969256895297
Mongolia,2852.56,8,2015-01-01,MN,496,3919.35121343969,22.50000413,4.86,87.9682312011719,103.4878838,2964749.0,1982659.0,3932.0,69.498,39.0,0.241383711641021,0.609769217723354
"Iran, Islamic Republic of",1394.0,6,2015-01-01,IR,0,4990.93679541655,45.33497615,11.17,99.96,90.74220792,81790841.0,57861740.0,628310.0,75.124,27.0,-3.62941716371441,0.197001678736839
Morocco,1309.41,6,2015-01-01,MA,504,3139.22827148438,57.07999935,9.46,97.3,124.279337,34680458.0,22938364.0,-81202.0,72.92,36.0,3.0224298760333,3.17293530967125
Bahrain,1289.1,1,2015-01-01,BH,048,22795.4488576612,93.4783008,1.166,100.0,184.9333623,1362142.0,1046911.0,29250.0,79.405,51.0,-1.35238152136513,-9.2551569152308
Armenia,596.44,3,2015-01-01,AM,051,3666.14182210905,59.10083377,12.308,100.0,120.3535058,2878595.0,2006933.0,-27283.0,74.436,35.0,3.60636907832207,1.21390990471085
Albania,137.56,1,2015-01-01,AL,008,3952.80357364813,56.9,17.19,99.98,117.9871153,2880703.0,1967517.0,-12240.0,78.644,36.0,2.51682705417127,0.563991350160876
Uzbekistan,59.17,2,2015-01-01,UZ,860,2753.97105782901,42.8,5.15,99.89208984375,70.38355521,31298900.0,21015278.0,-20380.0,70.475,19.0,5.36481696760778,10.500699519893
Panama,47.5,1,2015-01-01,PA,591,13669.5594424097,51.20542499,4.368,91.6038589477539,145.1045438,3957099.0,2557704.0,8648.0,77.468,39.0,3.90792888074709,2.47876890502205
Ecuador,37.5,1,2015-01-01,EC,218,6130.58667556768,48.94043379,3.62,98.825883,79.92016129,16195902.0,10417708.0,14740.0,76.789,32.0,-1.37151925896104,-2.49102075763332
China,21306291.81,1294,2016-01-01,CN,156,8094.39016730811,53.2,4.56,100.0,97.36386675,1387790000.0,988046970.0,-153054.0,77.218,40.0,6.238215447165,1.40734602711936
United States,15560514.57,3355,2016-01-01,US,840,57866.7449341091,85.54442129,4.87,100.0,103.3702501,323071755.0,213723220.0,1449371.0,78.5390243902439,74.0,0.933375361665711,1.00223548021816
"Korea, Republic of",12857622.58,919,2016-01-01,KR,0,29280.4403170048,92.84302568,3.65,100.0,119.46123,51217803.0,37525464.0,102075.0,82.2756097560976,53.0,2.5391447288435,1.98603850545349
Sweden,5380667.58,603,2016-01-01,SE,752,51965.1571531985,89.65094761,6.99,100.0,126.02018,9923085.0,6230295.0,79667.0,82.3073170731707,88.0,0.79614630049835,1.52560991398094
Denmark,4571803.24,329,2016-01-01,DK,208,54663.9983719195,96.96778525,5.99,100.0,122.397232,5728010.0,3677758.0,22859.0,80.8536585365854,90.0,2.44336887407064,0.25459516653126
Canada,3238540.62,520,2016-01-01,CA,124,42315.6037056806,91.16,7.04,100.0,85.15367591,36109487.0,24330226.0,320494.0,81.9248780487805,82.0,-0.0991044685101627,0.716978140660657
Brazil,2854257.94,502,2016-01-01,BR,076,8680.73646873878,60.87254007,11.58,99.7,117.9869738,206859578.0,144236047.0,82589.0,74.442,40.0,-4.05742300240568,8.10360435870246
Ukraine,2541463.7,127,2016-01-01,UA,804,2187.7275390625,53.0009696,9.35,100.0,133.1689539,45004673.0,30889340.0,-54333.0,71.4763414634146,29.0,2.85480260756702,17.0971349238438
Germany,2507628.26,687,2016-01-01,DE,276,42136.1207907991,84.16520664,4.12,100.0,125.6749823,82348669.0,54016360.0,432017.0,80.990243902439,81.0,1.40810207548923,1.32775222269545
Russian Federation,2431808.88,544,2016-01-01,RU,643,8704.89453125,73.09143462,5.56,99.4102249145508,157.718498,144342397.0,99432454.0,373316.0,71.6512195121951,29.0,0.0102479204324482,2.84422269802643
France,2152655.81,651,2016-01-01,FR,250,37062.5335723829,79.26981132,10.06,100.0,105.5973124,66724104.0,41634728.0,14729.0,82.5731707317073,69.0,0.829056664516742,0.522559343400445
Malaysia,2147110.88,119,2016-01-01,MY,458,9555.66959336559,78.78830993,3.44,99.9,137.8669153,31526418.0,21808902.0,97737.0,75.289,49.0,2.93376225389829,1.65825996642414
United Kingdom,2088152.72,654,2016-01-01,GB,826,40985.2351382417,94.77580063,4.81,100.0,120.2210676,65611593.0,42139473.0,246940.0,81.1560975609756,81.0,1.15154932987107,1.96479827407785
Poland,1822577.81,414,2016-01-01,PL,616,12378.8117641782,73.3007041,6.16,100.0,137.5522178,37970087.0,26160735.0,-1967.0,77.8512195121951,62.0,2.99777305502597,0.0872763880105083
Australia,1506041.13,517,2016-01-01,AU,036,49918.7939327254,86.54,5.71,100.0,109.7343698,24190907.0,15950251.0,242184.0,82.4487804878049,79.0,1.18626585064179,-0.655771897383389
Finland,1477336.3,311,2016-01-01,FI,246,43814.0265056965,87.70364996,8.82,100.0,131.3887581,5495303.0,3463631.0,17210.0,81.4292682926829,89.0,2.5163798952421,0.0874254582934526
Philippines,1229602.86,149,2016-01-01,PH,608,3038.15203684461,39.2,2.7,91.9827194213867,114.5140314,104875266.0,66094128.0,79051.0,71.387,35.0,5.26557127641811,1.2803117382459
Romania,1176723.47,92,2016-01-01,RO,642,9404.38125929526,59.50395129,5.9,99.1,115.669301,19702267.0,13208338.0,-64002.0,75.209756097561,48.0,3.44929521895125,2.62128680850675
North Macedonia,758973.4,1,2016-01-01,MK,0,5149.58676436907,72.15681447,24.3,99.9661178588867,97.17078414,2072490.0,1451509.0,-1164.0,75.4,37.0,2.73585322254593,3.46525285653088
Pakistan,659729.8,2,2016-01-01,PK,586,1468.82208238833,12.38544676,2.29,91.8323059082031,63.92184347,213524840.0,123307884.0,-2290411.0,65.88,32.0,5.29832429882757,0.922163326262009
